customer_id,name,age,city,feedback_notes,sentiment_label
C360-100034,User 9825,30,Berlin,Great experience so far. Highly recommend the health bundle.,Positive
C360-100035,User 5738,45,Berlin,"Standard service, nothing special to note.",Neutral
C360-100036,User 7278,25,New York,Need to update my address on the accidental policy.,Neutral
C360-100037,User 1795,45,New York,Great experience so far. Highly recommend the health bundle.,Positive
C360-100038,User 9414,49,Toronto,"No issues, everything is fine.",Neutral
C360-100039,User 8571,40,New York,The premiums are too expensive and keep increasing every year.,Negative
C360-100040,User 2108,27,Sydney,The premiums are too expensive and keep increasing every year.,Negative
C360-100041,User 7162,53,Toronto,Just renewing my standard policy for another year.,Neutral
C360-100042,User 7134,37,Berlin,I am unhappy with the hidden fees in my life insurance policy.,Negative
C360-100043,User 58,58,Berlin,Quick responses. Thinking about upgrading my motor insurance.,Positive
C360-100044,User 3608,48,Berlin,The premiums are too expensive and keep increasing every year.,Negative
C360-100045,User 9433,44,Sydney,"I have some questions about the coverage limits, please call me.",Neutral
C360-100046,User 1078,28,Berlin,Quick responses. Thinking about upgrading my motor insurance.,Positive
C360-100047,User 5681,44,Sydney,Great experience so far. Highly recommend the health bundle.,Positive
C360-100048,User 2331,44,London,Need to update my address on the accidental policy.,Neutral
C360-100049,User 9290,32,Berlin,I am unhappy with the hidden fees in my life insurance policy.,Negative
C360-100050,User 8652,43,Berlin,Just renewing my standard policy for another year.,Neutral
C360-100051,User 3659,25,London,Need to update my address on the accidental policy.,Neutral
C360-100052,User 2315,41,Berlin,I am unhappy with the hidden fees in my life insurance policy.,Negative
C360-100053,User 6548,39,London,Great experience so far. Highly recommend the health bundle.,Positive
C360-100054,User 4878,55,New York,Very frustrating experience with the recent claim rejection.,Negative
C360-100055,User 9333,39,Sydney,The premiums are too expensive and keep increasing every year.,Negative
C360-100056,User 6536,62,Berlin,Great experience so far. Highly recommend the health bundle.,Positive
C360-100057,User 7982,40,London,Need to update my address on the accidental policy.,Neutral
C360-100058,User 6886,32,New York,Great experience so far. Highly recommend the health bundle.,Positive
C360-100059,User 9995,28,London,The premium is affordable and the support team is excellent.,Positive
C360-100060,User 4830,47,London,"Standard service, nothing special to note.",Neutral
C360-100061,User 6139,26,London,The premiums are too expensive and keep increasing every year.,Negative
C360-100062,User 2704,49,Toronto,Quick responses. Thinking about upgrading my motor insurance.,Positive
C360-100063,User 33,37,London,The premiums are too expensive and keep increasing every year.,Negative
C360-100064,User 2136,27,Berlin,"I have some questions about the coverage limits, please call me.",Neutral
C360-100065,User 3398,44,New York,Terrible customer service. Waiting too long for claims.,Negative
C360-100066,User 882,29,Toronto,The premiums are too expensive and keep increasing every year.,Negative
C360-100067,User 2645,50,London,The premiums are too expensive and keep increasing every year.,Negative
C360-100068,User 914,54,London,Great experience so far. Highly recommend the health bundle.,Positive
C360-100069,User 7406,62,Toronto,Very frustrating experience with the recent claim rejection.,Negative
C360-100070,User 4264,31,Toronto,I am unhappy with the hidden fees in my life insurance policy.,Negative
C360-100071,User 7698,37,Sydney,"I have some questions about the coverage limits, please call me.",Neutral
C360-100072,User 4150,51,Sydney,Need to update my address on the accidental policy.,Neutral
C360-100073,User 8333,33,Toronto,Thinking of cancelling. Found a cheaper motor insurance elsewhere.,Negative
C360-100074,User 2646,46,Toronto,"No issues, everything is fine.",Neutral
C360-100075,User 4739,60,London,The premium is affordable and the support team is excellent.,Positive
C360-100076,User 4094,57,Sydney,I am very happy with the coverage and the easy claim process.,Positive
C360-100077,User 1226,34,New York,Just renewing my standard policy for another year.,Neutral
C360-100078,User 3166,35,Toronto,Terrible customer service. Waiting too long for claims.,Negative
C360-100079,User 7768,51,Sydney,Very satisfied with the accidental coverage terms.,Positive
C360-100080,User 5385,62,New York,"I have some questions about the coverage limits, please call me.",Neutral
C360-100081,User 4885,49,London,Quick responses. Thinking about upgrading my motor insurance.,Positive
C360-100082,User 8412,55,Toronto,"No issues, everything is fine.",Neutral
C360-100083,User 4482,55,New York,I am very happy with the coverage and the easy claim process.,Positive
C360-100084,User 153,38,New York,"Standard service, nothing special to note.",Neutral
C360-100085,User 3651,44,Toronto,The premiums are too expensive and keep increasing every year.,Negative
C360-100086,User 1989,41,Toronto,Thinking of cancelling. Found a cheaper motor insurance elsewhere.,Negative
C360-100087,User 4152,64,Sydney,Thinking of cancelling. Found a cheaper motor insurance elsewhere.,Negative
C360-100088,User 4753,44,New York,The premiums are too expensive and keep increasing every year.,Negative
C360-100089,User 8033,56,Toronto,The premiums are too expensive and keep increasing every year.,Negative
C360-100090,User 7193,37,Sydney,Just renewing my standard policy for another year.,Neutral
C360-100091,User 5599,65,New York,"Standard service, nothing special to note.",Neutral
C360-100092,User 4860,47,New York,Terrible customer service. Waiting too long for claims.,Negative
C360-100093,User 5002,26,Toronto,Thinking of cancelling. Found a cheaper motor insurance elsewhere.,Negative
C360-100094,User 6170,53,Sydney,The premiums are too expensive and keep increasing every year.,Negative
C360-100095,User 5625,55,New York,Just renewing my standard policy for another year.,Neutral
C360-100096,User 2085,34,Sydney,Terrible customer service. Waiting too long for claims.,Negative
C360-100097,User 2870,26,Berlin,I am unhappy with the hidden fees in my life insurance policy.,Negative
C360-100098,User 6476,39,Sydney,The premium is affordable and the support team is excellent.,Positive
C360-100099,User 8972,58,Berlin,"No issues, everything is fine.",Neutral
C360-100100,User 9319,55,London,Great experience so far. Highly recommend the health bundle.,Positive
C360-100101,User 8392,36,Berlin,"I have some questions about the coverage limits, please call me.",Neutral
C360-100102,User 7374,63,Toronto,The premium is affordable and the support team is excellent.,Positive
C360-100103,User 9175,58,Toronto,Great experience so far. Highly recommend the health bundle.,Positive
C360-100104,User 7841,28,London,Great experience so far. Highly recommend the health bundle.,Positive
C360-100105,User 8148,46,Sydney,The premiums are too expensive and keep increasing every year.,Negative
C360-100106,User 677,47,Berlin,The premiums are too expensive and keep increasing every year.,Negative
C360-100107,User 9229,46,Toronto,Very frustrating experience with the recent claim rejection.,Negative
C360-100108,User 4298,27,Toronto,Quick responses. Thinking about upgrading my motor insurance.,Positive
C360-100109,User 3317,43,Sydney,The premium is affordable and the support team is excellent.,Positive
C360-100110,User 6226,26,Berlin,Terrible customer service. Waiting too long for claims.,Negative
C360-100111,User 7322,65,Sydney,I am very happy with the coverage and the easy claim process.,Positive
C360-100112,User 9163,32,Toronto,The premium is affordable and the support team is excellent.,Positive
C360-100113,User 8855,47,Toronto,"No issues, everything is fine.",Neutral
C360-100114,User 3721,34,New York,Great experience so far. Highly recommend the health bundle.,Positive
C360-100115,User 912,46,London,"Standard service, nothing special to note.",Neutral
C360-100116,User 3150,64,Sydney,Very frustrating experience with the recent claim rejection.,Negative
C360-100117,User 5476,31,London,"No issues, everything is fine.",Neutral
C360-100118,User 5404,63,Sydney,Great experience so far. Highly recommend the health bundle.,Positive
C360-100119,User 7462,39,New York,"Standard service, nothing special to note.",Neutral
C360-100120,User 7079,31,Berlin,Just renewing my standard policy for another year.,Neutral
C360-100121,User 7392,33,London,"Standard service, nothing special to note.",Neutral
C360-100122,User 6924,56,Sydney,I am unhappy with the hidden fees in my life insurance policy.,Negative
C360-100123,User 6195,50,New York,Very frustrating experience with the recent claim rejection.,Negative
C360-100124,User 1356,63,Berlin,"I have some questions about the coverage limits, please call me.",Neutral
C360-100125,User 4968,49,Toronto,Very frustrating experience with the recent claim rejection.,Negative
C360-100126,User 2850,26,Berlin,Need to update my address on the accidental policy.,Neutral
C360-100127,User 6333,41,Toronto,Very frustrating experience with the recent claim rejection.,Negative
C360-100128,User 9172,27,London,Terrible customer service. Waiting too long for claims.,Negative
C360-100129,User 3625,53,Sydney,The premium is affordable and the support team is excellent.,Positive
C360-100130,User 2965,57,Toronto,Thinking of cancelling. Found a cheaper motor insurance elsewhere.,Negative
C360-100131,User 9426,32,New York,Thinking of cancelling. Found a cheaper motor insurance elsewhere.,Negative
C360-100132,User 8614,58,Toronto,"Standard service, nothing special to note.",Neutral
C360-100133,User 2078,26,Berlin,Quick responses. Thinking about upgrading my motor insurance.,Positive
C360-100134,User 9942,25,New York,Very satisfied with the accidental coverage terms.,Positive
C360-100135,User 8265,55,New York,Very frustrating experience with the recent claim rejection.,Negative
C360-100136,User 4347,47,Toronto,I am unhappy with the hidden fees in my life insurance policy.,Negative
C360-100137,User 2547,36,Toronto,I am very happy with the coverage and the easy claim process.,Positive
C360-100138,User 2939,59,Berlin,Great experience so far. Highly recommend the health bundle.,Positive
C360-100139,User 9,59,Berlin,Terrible customer service. Waiting too long for claims.,Negative
C360-100140,User 1563,36,New York,Quick responses. Thinking about upgrading my motor insurance.,Positive
C360-100141,User 2191,65,London,I am very happy with the coverage and the easy claim process.,Positive
C360-100142,User 6910,33,Toronto,"I have some questions about the coverage limits, please call me.",Neutral
C360-100143,User 7919,34,Sydney,Just renewing my standard policy for another year.,Neutral
C360-100144,User 7455,61,Toronto,Great experience so far. Highly recommend the health bundle.,Positive
C360-100145,User 4760,44,Toronto,Terrible customer service. Waiting too long for claims.,Negative
C360-100146,User 8003,54,New York,Terrible customer service. Waiting too long for claims.,Negative
C360-100147,User 1114,65,London,Just renewing my standard policy for another year.,Neutral
C360-100148,User 7305,64,Berlin,Just renewing my standard policy for another year.,Neutral
C360-100149,User 7056,57,Sydney,Terrible customer service. Waiting too long for claims.,Negative
C360-100150,User 3416,53,Toronto,Thinking of cancelling. Found a cheaper motor insurance elsewhere.,Negative
C360-100151,User 9115,51,Toronto,"I have some questions about the coverage limits, please call me.",Neutral
C360-100152,User 3134,30,New York,"No issues, everything is fine.",Neutral
C360-100153,User 8423,53,Berlin,Terrible customer service. Waiting too long for claims.,Negative
C360-100154,User 7651,27,New York,Very satisfied with the accidental coverage terms.,Positive
C360-100155,User 464,34,Toronto,Great experience so far. Highly recommend the health bundle.,Positive
C360-100156,User 95,58,Berlin,Very frustrating experience with the recent claim rejection.,Negative
C360-100157,User 7940,30,Toronto,Very frustrating experience with the recent claim rejection.,Negative
C360-100158,User 2149,31,London,Great experience so far. Highly recommend the health bundle.,Positive
C360-100159,User 7448,52,Sydney,I am very happy with the coverage and the easy claim process.,Positive
C360-100160,User 8750,25,Sydney,Just renewing my standard policy for another year.,Neutral
C360-100161,User 1288,34,London,Terrible customer service. Waiting too long for claims.,Negative
C360-100162,User 4289,27,Sydney,"Standard service, nothing special to note.",Neutral
C360-100163,User 3378,59,Berlin,Very frustrating experience with the recent claim rejection.,Negative
C360-100164,User 3887,44,London,"No issues, everything is fine.",Neutral
C360-100165,User 3004,52,London,Great experience so far. Highly recommend the health bundle.,Positive
C360-100166,User 930,57,Berlin,Quick responses. Thinking about upgrading my motor insurance.,Positive
C360-100167,User 8767,60,Sydney,The premiums are too expensive and keep increasing every year.,Negative
C360-100168,User 7231,64,Berlin,"Standard service, nothing special to note.",Neutral
C360-100169,User 3762,53,Sydney,Quick responses. Thinking about upgrading my motor insurance.,Positive
C360-100170,User 3112,32,Sydney,"Standard service, nothing special to note.",Neutral
C360-100171,User 1080,55,Berlin,Very frustrating experience with the recent claim rejection.,Negative
C360-100172,User 9848,44,London,"No issues, everything is fine.",Neutral
C360-100173,User 649,59,London,Terrible customer service. Waiting too long for claims.,Negative
C360-100174,User 8610,46,Berlin,I am unhappy with the hidden fees in my life insurance policy.,Negative
C360-100175,User 3992,42,Berlin,The premiums are too expensive and keep increasing every year.,Negative
C360-100176,User 2848,63,Toronto,I am very happy with the coverage and the easy claim process.,Positive
C360-100177,User 1585,35,Sydney,I am unhappy with the hidden fees in my life insurance policy.,Negative
C360-100178,User 7798,49,Berlin,Thinking of cancelling. Found a cheaper motor insurance elsewhere.,Negative
C360-100179,User 3038,32,New York,Thinking of cancelling. Found a cheaper motor insurance elsewhere.,Negative
C360-100180,User 7103,40,Toronto,"No issues, everything is fine.",Neutral
C360-100181,User 1361,43,London,"Standard service, nothing special to note.",Neutral
C360-100182,User 942,62,Toronto,Terrible customer service. Waiting too long for claims.,Negative
C360-100183,User 2623,45,New York,The premiums are too expensive and keep increasing every year.,Negative
C360-100184,User 5188,41,Toronto,"Standard service, nothing special to note.",Neutral
C360-100185,User 1217,36,New York,Terrible customer service. Waiting too long for claims.,Negative
C360-100186,User 2511,57,Toronto,Very satisfied with the accidental coverage terms.,Positive
C360-100187,User 8197,27,Toronto,Terrible customer service. Waiting too long for claims.,Negative
C360-100188,User 7959,36,London,Terrible customer service. Waiting too long for claims.,Negative
C360-100189,User 5251,64,Berlin,Terrible customer service. Waiting too long for claims.,Negative
C360-100190,User 6713,53,Toronto,"No issues, everything is fine.",Neutral
C360-100191,User 9390,40,Berlin,Great experience so far. Highly recommend the health bundle.,Positive
C360-100192,User 6668,26,Sydney,Great experience so far. Highly recommend the health bundle.,Positive
C360-100193,User 9279,47,Sydney,Very satisfied with the accidental coverage terms.,Positive
C360-100194,User 7108,27,Toronto,Very satisfied with the accidental coverage terms.,Positive
C360-100195,User 8501,41,New York,The premiums are too expensive and keep increasing every year.,Negative
C360-100196,User 3482,45,London,Terrible customer service. Waiting too long for claims.,Negative
C360-100197,User 9923,37,London,I am unhappy with the hidden fees in my life insurance policy.,Negative
C360-100198,User 1046,38,New York,"Standard service, nothing special to note.",Neutral
C360-100199,User 7953,43,Sydney,Very satisfied with the accidental coverage terms.,Positive
C360-100200,User 3586,44,New York,The premiums are too expensive and keep increasing every year.,Negative
C360-100201,User 5512,63,London,I am very happy with the coverage and the easy claim process.,Positive
C360-100202,User 3315,33,London,Very satisfied with the accidental coverage terms.,Positive
C360-100203,User 2329,55,New York,"I have some questions about the coverage limits, please call me.",Neutral
C360-100204,User 2642,44,Berlin,Thinking of cancelling. Found a cheaper motor insurance elsewhere.,Negative
C360-100205,User 7476,48,Berlin,I am very happy with the coverage and the easy claim process.,Positive
C360-100206,User 8305,42,Toronto,The premiums are too expensive and keep increasing every year.,Negative
C360-100207,User 6070,40,New York,"I have some questions about the coverage limits, please call me.",Neutral
C360-100208,User 5122,50,Sydney,I am very happy with the coverage and the easy claim process.,Positive
C360-100209,User 5041,59,Sydney,The premium is affordable and the support team is excellent.,Positive
C360-100210,User 4299,43,Sydney,I am unhappy with the hidden fees in my life insurance policy.,Negative
C360-100211,User 801,52,Sydney,Great experience so far. Highly recommend the health bundle.,Positive
C360-100212,User 1808,55,New York,"No issues, everything is fine.",Neutral
C360-100213,User 519,43,London,Very frustrating experience with the recent claim rejection.,Negative
C360-100214,User 2170,36,Berlin,The premiums are too expensive and keep increasing every year.,Negative
C360-100215,User 2667,36,New York,Quick responses. Thinking about upgrading my motor insurance.,Positive
C360-100216,User 6917,37,Toronto,Quick responses. Thinking about upgrading my motor insurance.,Positive
C360-100217,User 5338,43,Toronto,"I have some questions about the coverage limits, please call me.",Neutral
C360-100218,User 6722,46,Toronto,Great experience so far. Highly recommend the health bundle.,Positive
C360-100219,User 5755,49,New York,The premium is affordable and the support team is excellent.,Positive
C360-100220,User 5820,64,London,Very satisfied with the accidental coverage terms.,Positive
C360-100221,User 2227,57,Berlin,The premium is affordable and the support team is excellent.,Positive
C360-100222,User 4832,37,Sydney,Quick responses. Thinking about upgrading my motor insurance.,Positive
C360-100223,User 2349,52,New York,The premiums are too expensive and keep increasing every year.,Negative
C360-100224,User 9373,63,Berlin,Very satisfied with the accidental coverage terms.,Positive
C360-100225,User 3310,45,Sydney,Need to update my address on the accidental policy.,Neutral
C360-100226,User 9471,29,Berlin,Need to update my address on the accidental policy.,Neutral
C360-100227,User 7663,62,Sydney,"No issues, everything is fine.",Neutral
C360-100228,User 9061,49,Berlin,I am unhappy with the hidden fees in my life insurance policy.,Negative
C360-100229,User 2863,44,Sydney,"I have some questions about the coverage limits, please call me.",Neutral
C360-100230,User 6887,33,Toronto,I am very happy with the coverage and the easy claim process.,Positive
C360-100231,User 9379,28,London,Just renewing my standard policy for another year.,Neutral
C360-100232,User 3519,36,London,Need to update my address on the accidental policy.,Neutral
C360-100233,User 774,61,London,The premium is affordable and the support team is excellent.,Positive
C360-100234,User 116,52,London,I am unhappy with the hidden fees in my life insurance policy.,Negative
C360-100235,User 7123,39,Toronto,Need to update my address on the accidental policy.,Neutral
C360-100236,User 5672,38,New York,Very frustrating experience with the recent claim rejection.,Negative
C360-100237,User 4133,53,Berlin,Terrible customer service. Waiting too long for claims.,Negative
C360-100238,User 6570,26,Berlin,Just renewing my standard policy for another year.,Neutral
C360-100239,User 3293,42,Toronto,"No issues, everything is fine.",Neutral
C360-100240,User 8854,40,Toronto,I am very happy with the coverage and the easy claim process.,Positive
C360-100241,User 5807,41,New York,Need to update my address on the accidental policy.,Neutral
C360-100242,User 5257,35,London,The premiums are too expensive and keep increasing every year.,Negative
C360-100243,User 8994,35,Berlin,Quick responses. Thinking about upgrading my motor insurance.,Positive
C360-100244,User 5460,31,London,Thinking of cancelling. Found a cheaper motor insurance elsewhere.,Negative
C360-100245,User 2573,59,Toronto,Terrible customer service. Waiting too long for claims.,Negative
C360-100246,User 3701,56,London,I am unhappy with the hidden fees in my life insurance policy.,Negative
C360-100247,User 7629,38,Sydney,I am unhappy with the hidden fees in my life insurance policy.,Negative
C360-100248,User 7862,56,New York,"No issues, everything is fine.",Neutral
C360-100249,User 8418,41,Sydney,I am very happy with the coverage and the easy claim process.,Positive
C360-100250,User 2151,32,Berlin,Thinking of cancelling. Found a cheaper motor insurance elsewhere.,Negative
C360-100251,User 5955,50,New York,Thinking of cancelling. Found a cheaper motor insurance elsewhere.,Negative
C360-100252,User 2188,59,Sydney,Need to update my address on the accidental policy.,Neutral
C360-100253,User 237,49,Toronto,Great experience so far. Highly recommend the health bundle.,Positive
C360-100254,User 4992,62,New York,The premium is affordable and the support team is excellent.,Positive
C360-100255,User 1714,61,Sydney,Very frustrating experience with the recent claim rejection.,Negative
C360-100256,User 5805,27,Toronto,Thinking of cancelling. Found a cheaper motor insurance elsewhere.,Negative
C360-100257,User 4541,39,London,I am unhappy with the hidden fees in my life insurance policy.,Negative
C360-100258,User 7169,29,New York,Very satisfied with the accidental coverage terms.,Positive
C360-100259,User 7487,47,Berlin,The premium is affordable and the support team is excellent.,Positive
C360-100260,User 9821,41,Toronto,Thinking of cancelling. Found a cheaper motor insurance elsewhere.,Negative
C360-100261,User 212,63,New York,The premium is affordable and the support team is excellent.,Positive
C360-100262,User 8846,57,London,Terrible customer service. Waiting too long for claims.,Negative
C360-100263,User 5458,46,Berlin,"Standard service, nothing special to note.",Neutral
C360-100264,User 7167,49,New York,Very frustrating experience with the recent claim rejection.,Negative
C360-100265,User 5673,39,London,I am unhappy with the hidden fees in my life insurance policy.,Negative
C360-100266,User 9945,35,Sydney,The premiums are too expensive and keep increasing every year.,Negative
C360-100267,User 5232,26,Sydney,Terrible customer service. Waiting too long for claims.,Negative
C360-100268,User 7802,28,New York,Need to update my address on the accidental policy.,Neutral
C360-100269,User 3739,32,Toronto,Very frustrating experience with the recent claim rejection.,Negative
C360-100270,User 9333,41,New York,I am unhappy with the hidden fees in my life insurance policy.,Negative
C360-100271,User 6798,30,Toronto,The premium is affordable and the support team is excellent.,Positive
C360-100272,User 284,58,New York,Need to update my address on the accidental policy.,Neutral
C360-100273,User 8221,60,Berlin,I am unhappy with the hidden fees in my life insurance policy.,Negative
C360-100274,User 9827,60,Toronto,"No issues, everything is fine.",Neutral
C360-100275,User 2054,26,New York,The premium is affordable and the support team is excellent.,Positive
C360-100276,User 9617,40,London,Thinking of cancelling. Found a cheaper motor insurance elsewhere.,Negative
C360-100277,User 3336,64,London,I am very happy with the coverage and the easy claim process.,Positive
C360-100278,User 2571,26,Toronto,Just renewing my standard policy for another year.,Neutral
C360-100279,User 1711,62,New York,Terrible customer service. Waiting too long for claims.,Negative
C360-100280,User 9170,46,New York,"I have some questions about the coverage limits, please call me.",Neutral
C360-100281,User 9799,35,New York,The premiums are too expensive and keep increasing every year.,Negative
C360-100282,User 4178,45,London,Great experience so far. Highly recommend the health bundle.,Positive
C360-100283,User 8557,46,Toronto,The premiums are too expensive and keep increasing every year.,Negative
C360-100284,User 3246,48,Toronto,Thinking of cancelling. Found a cheaper motor insurance elsewhere.,Negative
C360-100285,User 4108,49,London,The premium is affordable and the support team is excellent.,Positive
C360-100286,User 4424,57,Berlin,I am very happy with the coverage and the easy claim process.,Positive
C360-100287,User 1804,35,Toronto,I am very happy with the coverage and the easy claim process.,Positive
C360-100288,User 180,59,Berlin,The premiums are too expensive and keep increasing every year.,Negative
C360-100289,User 3999,30,Sydney,Very frustrating experience with the recent claim rejection.,Negative
C360-100290,User 3573,61,New York,I am unhappy with the hidden fees in my life insurance policy.,Negative
C360-100291,User 6453,39,London,Thinking of cancelling. Found a cheaper motor insurance elsewhere.,Negative
C360-100292,User 7343,48,Berlin,"Standard service, nothing special to note.",Neutral
C360-100293,User 7052,50,New York,Terrible customer service. Waiting too long for claims.,Negative
C360-100294,User 3892,46,Berlin,"Standard service, nothing special to note.",Neutral
C360-100295,User 2184,45,London,Terrible customer service. Waiting too long for claims.,Negative
C360-100296,User 8505,55,Sydney,Need to update my address on the accidental policy.,Neutral
C360-100297,User 5500,41,Berlin,Just renewing my standard policy for another year.,Neutral
C360-100298,User 4398,52,Toronto,Need to update my address on the accidental policy.,Neutral
C360-100299,User 6541,51,Sydney,Very frustrating experience with the recent claim rejection.,Negative
C360-100300,User 8928,45,London,The premium is affordable and the support team is excellent.,Positive
C360-100301,User 4936,57,London,The premiums are too expensive and keep increasing every year.,Negative
C360-100302,User 2752,31,New York,The premiums are too expensive and keep increasing every year.,Negative
C360-100303,User 132,63,New York,Quick responses. Thinking about upgrading my motor insurance.,Positive
C360-100304,User 4022,45,Sydney,Very satisfied with the accidental coverage terms.,Positive
C360-100305,User 7207,49,Sydney,I am unhappy with the hidden fees in my life insurance policy.,Negative
C360-100306,User 3099,59,Sydney,Quick responses. Thinking about upgrading my motor insurance.,Positive
C360-100307,User 1031,34,New York,Just renewing my standard policy for another year.,Neutral
C360-100308,User 6993,34,London,I am very happy with the coverage and the easy claim process.,Positive
C360-100309,User 2962,42,Sydney,"No issues, everything is fine.",Neutral
C360-100310,User 5358,43,London,Thinking of cancelling. Found a cheaper motor insurance elsewhere.,Negative
C360-100311,User 8924,63,Sydney,Terrible customer service. Waiting too long for claims.,Negative
C360-100312,User 4092,44,Sydney,The premiums are too expensive and keep increasing every year.,Negative
C360-100313,User 4798,53,Berlin,The premium is affordable and the support team is excellent.,Positive
C360-100314,User 6561,30,Toronto,The premium is affordable and the support team is excellent.,Positive
C360-100315,User 5335,28,Berlin,I am very happy with the coverage and the easy claim process.,Positive
C360-100316,User 5647,49,New York,Thinking of cancelling. Found a cheaper motor insurance elsewhere.,Negative
C360-100317,User 2228,48,Toronto,"Standard service, nothing special to note.",Neutral
C360-100318,User 9018,64,New York,Great experience so far. Highly recommend the health bundle.,Positive
C360-100319,User 2696,43,Berlin,Very satisfied with the accidental coverage terms.,Positive
C360-100320,User 2248,56,London,Thinking of cancelling. Found a cheaper motor insurance elsewhere.,Negative
C360-100321,User 3026,53,New York,I am very happy with the coverage and the easy claim process.,Positive
C360-100322,User 6954,62,Toronto,I am unhappy with the hidden fees in my life insurance policy.,Negative
C360-100323,User 996,33,Toronto,The premiums are too expensive and keep increasing every year.,Negative
C360-100324,User 7881,60,Berlin,Terrible customer service. Waiting too long for claims.,Negative
C360-100325,User 852,56,New York,Quick responses. Thinking about upgrading my motor insurance.,Positive
C360-100326,User 7741,43,Toronto,Just renewing my standard policy for another year.,Neutral
C360-100327,User 7143,52,Sydney,Quick responses. Thinking about upgrading my motor insurance.,Positive
C360-100328,User 7512,63,Berlin,"Standard service, nothing special to note.",Neutral
C360-100329,User 7724,58,Toronto,Just renewing my standard policy for another year.,Neutral
C360-100330,User 9529,36,New York,I am very happy with the coverage and the easy claim process.,Positive
C360-100331,User 7194,27,Toronto,Quick responses. Thinking about upgrading my motor insurance.,Positive
C360-100332,User 2874,62,Berlin,Thinking of cancelling. Found a cheaper motor insurance elsewhere.,Negative
C360-100333,User 2999,62,New York,"I have some questions about the coverage limits, please call me.",Neutral
C360-100334,User 1692,48,New York,I am unhappy with the hidden fees in my life insurance policy.,Negative
C360-100335,User 3812,35,Toronto,The premium is affordable and the support team is excellent.,Positive
C360-100336,User 4628,42,Berlin,"I have some questions about the coverage limits, please call me.",Neutral
C360-100337,User 9448,60,Toronto,I am unhappy with the hidden fees in my life insurance policy.,Negative
C360-100338,User 16,57,Sydney,Just renewing my standard policy for another year.,Neutral
C360-100339,User 4013,61,Berlin,Great experience so far. Highly recommend the health bundle.,Positive
C360-100340,User 9911,34,Berlin,"Standard service, nothing special to note.",Neutral
C360-100341,User 365,49,Berlin,Great experience so far. Highly recommend the health bundle.,Positive
C360-100342,User 7989,39,Toronto,Very frustrating experience with the recent claim rejection.,Negative
C360-100343,User 7025,57,London,Very satisfied with the accidental coverage terms.,Positive
C360-100344,User 9681,64,Berlin,Very frustrating experience with the recent claim rejection.,Negative
